NO,NO2,NOx,NH3,CO,SO2
33.67,38.34,14.8,11.53,1.08,6.22
23.17,35.32,16.86,10.17,1.21,6.23
20.88,26.89,17.5,10.1,1.23,4.74
17.2,26.79,17.04,12.33,1.14,3.96
9.46,16.84,15.85,12.35,3.42,5.63
13.12,18.16,15.86,10.95,7.69,5.73
8.54,17.07,17.64,10.83,1.1,3.76
12.08,16.79,15.37,12.76,5.14,4.31
12.98,16.3,17.21,10.7,6.35,5.7
8.57,16.81,18.36,11.54,1.57,5.16
7.44,17.27,15.86,11.58,1.13,3.58
12.33,20.43,13.51,9.86,5.69,5.58
7.97,18.6,17.24,10.79,1.02,6.25
9.4,18.34,13.71,9.6,3.87,4.7
12.93,19.6,13.63,9.91,6.25,1.75
10.34,22.18,20.41,9.81,1.02,4.53
10.84,22.69,19.72,10.07,0.98,3.82
18.3,29.45,18.05,10.46,0.92,4.36
59.44,69.16,19.01,10.33,1.06,5.99
24.69,37.66,18.13,9.97,1.13,5.08
10.66,25.18,18.57,10.47,0.92,6.3
27.38,41.89,18.28,13.36,2.44,4.14
27.72,39.33,14.56,12.32,5.53,5.1
32.58,35.63,10.76,11.38,10.28,8.42
35.23,36.72,6.91,10.85,10.92,1.23
21.79,26.61,8.07,15,12.02,0.91
45.19,45.19,7.91,13.97,13.1,32.85
41.12,49.3,9.38,14,8.02,9.32
42.65,58.18,10.16,18.24,4.31,6.67
16.04,19.39,8.77,16.77,10.29,3.44
28.87,37.2,9.61,20.97,9.7,2.69
24.54,34.41,20.42,16.24,6.09,4.29
14.67,16.92,7.19,16.06,8.1,5.86
20.39,22.34,10.33,14.54,5.16,6.65
11.98,16.92,12.74,14.63,7.07,11.24
7.24,20.94,21.64,18.01,1.72,9.54
18.46,24.85,17.05,23.82,9.48,18.14
15.09,25.94,17.23,32.5,5.22,16.28
22.35,29.04,37.17,19.91,2.05,9.01
19.46,33.32,31.25,17.07,2.73,21.84
29.3,43.83,43.94,18.78,1.8,17.42
9.42,22.81,21.94,17.5,1.95,10.63
15.04,23.93,24.47,27.53,2.47,10.36
6.67,20.05,18.36,53.13,1.6,10.03
6.21,19.7,18.4,56.05,2.47,10.54
6.78,19.21,18.38,50.22,3.12,9.98
6.53,19.56,18.2,58.39,2.46,11.85
38.26,49.11,35.47,55.27,4.75,15.11
5.9,16.44,18.92,52.02,6.45,16.19
6.16,16.72,18.82,53.87,2.56,14.97
5.93,16.47,18.43,51.63,3.13,13.12
7.67,17.24,19.78,55.21,2.23,10.51
6.55,17.43,17.31,54.03,1.91,18.74
9.66,17.14,20.45,58.32,2.7,11.06
6.1,15.58,17.15,52.12,2.91,12.79
9.6,16.33,19.94,56.9,4.16,11.4
14,20.24,23.78,53.36,3.18,11.34
19,21.32,26.22,58.98,1.45,10.99
24.07,25.74,35.87,52.25,2.12,9.7
18.69,29.99,27,55.9,1.43,11.03
4.23,14.97,15.73,53.25,1.56,11.45
4.48,14.35,14.84,54.95,2.51,9.62
5.25,16.12,17.11,58.26,1.44,10.79
4.69,15.66,16.38,57.97,1.51,10.8
9.21,16.64,18.28,53.98,1.48,11.32
4.59,15.47,16.48,55.75,1.53,9.55
4.51,15.4,16.38,52.11,2.02,10.2
4.86,15.86,16.71,53.63,1.57,11.71
4.94,15.26,15.78,50.27,1.85,14.35
4.21,15.22,16.17,57.02,2.68,11.19
6.18,15.13,17.09,54.34,1.87,7.89
5.64,15.08,16.42,52.24,1.88,9.5
5.17,15.31,16.68,57.06,1.9,9.94
4.06,15.4,16.56,57.11,1.89,9.48
5.29,14.98,17.13,52.87,2.73,8.94
3.95,13.37,14.54,53.49,1.85,8.31
3.85,12.39,13.86,54.26,1.97,10.04
3.25,11.22,12.39,55,1.89,6.89
4.57,14.6,15.3,56.56,2.67,13.31
4.53,15.23,16.57,58.34,2.25,10.29
3.92,15.88,17.05,57.83,1.89,9.93
6.83,17.51,18.04,55.43,2.93,9.47
7.62,16.15,14.61,52.18,2.3,10.42
7.07,16.31,15.81,51.31,2.33,12.21
7.21,19.42,16.81,49.56,2.43,10.78
3.74,17.22,15.38,63.57,2.71,11.35
4.06,15.11,14.84,48.26,2.33,10.04
4.02,17.59,15.56,56.33,2.04,9.68
3.79,17.75,15.68,55.49,2.04,10.84
3.53,17.68,15.59,49.23,2.32,11.67
8.87,20.08,20.23,53.46,2.59,14.01
5.59,20.66,18.33,50.73,1.8,13.46
6.06,21.36,17.47,56.63,7.39,13.24
8.99,17.94,14.05,52.85,20.62,15.31
4.7,20.14,17.67,54.4,2.19,13.9
5.51,20.02,17.66,50.38,1.84,14.55
4.76,20.37,17.7,52.81,2.22,11.02
4.69,19.66,17.44,58.71,1.99,15.11
12.24,13.66,20.38,46.24,2.76,10.39
7.78,14.72,16.86,52.64,1.89,13.92
6.95,19.45,16.78,62.36,8.49,7.05
6.01,20.32,15.16,52,8.59,6.71
5.32,19.39,17.75,47.1,1.89,9.44
9.12,20.42,20.14,50.93,2.54,8.74
7.11,17.26,17.66,46.66,2.26,9.23
8,18.65,18.99,47.76,2.39,9.08
5.96,18.59,17.67,48.22,2.13,8.02
5.28,19.18,17.62,45.27,2.63,7.56
6.33,19.23,18.33,59.74,1.47,10.39
5.52,18.96,17.64,46.58,2.31,10.8
5.1,18.58,16.77,46.58,1.58,11.47
4.8,18.89,16.87,47.49,1.4,7.34
16.14,26.1,25,42.63,2.61,11.97
9.73,18.19,19.02,42.14,1.93,14.1
4.82,20.33,17.18,48.95,1.43,11.06
4.45,19.16,16.82,50.64,1.31,14.62
6.64,18.92,17.87,44.13,2.16,12.57
5.14,18.75,17.09,45.49,1.56,11.53
4.86,19.44,17.33,35.66,2.43,10.73
5.12,19.47,17.43,39.93,2.28,13.85
6.55,19.64,18.32,41.61,1.79,16.07
24.62,29.71,36.6,42.88,4.08,16.06
6.32,15.44,17.87,44,2.12,22.81
6.56,14.52,18.15,39.68,1.56,16.03
9.85,15.17,20.9,33.16,1.33,22.46
7.9,16.22,19.77,46.45,1.41,19.41
6.46,14.74,17.93,41.35,2.89,11
7.86,14.52,18.89,40.63,1.27,11.79
8.68,15.11,19.82,39.26,2.56,12.75
7.62,15.08,19,43.36,1.35,12.69
7.37,14.92,18.75,35.22,1.11,12.13
8.71,15.12,19.68,36.74,1.02,12.74
7.35,14.57,18.54,44.64,1.06,11.88
8.6,14.41,19.25,36.34,1.17,9.36
7.55,15.55,19.18,39,1.42,13.1
6.41,14.77,17.4,34.65,1.02,12.76
7.48,16.06,19.42,32.92,1,15
9.21,15.16,20.02,32.13,1.35,11.61
9.85,16.15,20.4,37,1.26,14.04
10.26,15.61,20.61,35.64,1.19,12.82
18.87,19.19,28.28,41.66,1.78,13.55
7.05,13.87,17.52,40.55,1.15,13.4
7.95,14.15,17.77,44.2,4.88,19.33
8.13,14.71,18.63,52.02,1.12,14.34
8.07,14.15,18.19,40.25,1.95,13.4
7.88,13.55,17.72,33.69,1.48,11.86
7.39,13.23,17.04,25.41,1.24,13.06
7.25,12.82,16.21,25.89,1.94,12.83
8.5,13.19,16.74,28.32,1.54,14.31
8.78,14.18,17.26,26.79,2.19,14.6
8.16,16.1,17.88,24.53,1.54,14.9
8.04,15.66,17.36,23.7,1.43,14.02
8.57,16.34,18.15,26.38,1.21,15.72
8.54,16.66,18.34,24.6,4.7,16.01
9.27,17.24,19.25,23.58,1.99,18.24
9.51,17.1,19.35,23.47,1.92,14.6
9.14,16.9,19,27.06,2.01,11.02
9.58,17.03,19.38,23.63,1.68,11.13
9.8,17.3,19.68,23.09,1.75,12.8
9.65,17.24,19.5,26.37,1.47,9.81
9.23,16.89,19.05,26.56,1.61,11.61
9.76,17.02,19.51,25.26,2.16,12.2
10.3,15.04,18.98,29.07,1.54,14.18
10.28,14.96,18.92,23.77,1.39,12.68
9.88,15.72,18.98,24.6,1.32,11.18
9.95,15.18,18.66,23.52,1.84,12.36
9.43,14,17.61,24.65,1.03,9.85
9.38,12.96,17.13,22.52,1,11.55
10.03,10.69,16.63,23.18,0.96,8.44
10.28,10.45,16.76,23.56,2.1,11.12
11.71,10.47,17.88,24.9,0.82,12.1
10.97,10.48,17.46,25.08,2.93,10.2
10.7,10.76,17.2,23.36,2.95,10.36
9.91,11.93,16.66,24.32,1.72,12.19
10.35,10.81,16.65,25.1,1.31,11.9
12.07,10.01,17.23,24.19,1.74,10.22
13.27,10.75,18.43,23.73,2.19,12.38
16.61,9.7,20.27,23.06,1.79,12.36
12.74,10.03,17.36,25.37,1.02,16.69
12.83,10.08,17.57,23.16,1.89,12.7
13.58,10.47,18.3,24.47,4.41,11.8
13.38,10.73,18.11,25.7,1.89,14.96
13.64,11.77,19.08,22.48,2.76,11.92
12.45,10.78,17.5,23.43,1.77,12.23
14.53,12.94,18.79,24.93,0.81,12.86
15.59,15.21,19.82,23.82,1.14,12.05
17.25,13.7,20.87,29.51,0.65,13.31
12.56,10.87,17.82,22.41,2.18,12.95
10.66,11.79,16.77,22.99,1.18,12.52
9.39,12.98,16.24,22.45,1.2,10.55
9.45,12.68,16.1,23.68,1.37,10.6
9.9,12.52,16.23,24.42,1.72,9.32
9.26,12.94,16.04,23.82,2.62,11.37
9.4,13.16,16.27,24.01,1.88,11.1
32.03,21.5,37.11,25.89,2.61,10.78
21.94,22.21,22.57,25.37,2.08,10.14
22.31,22.35,33.64,25.85,1.75,9.37
14.76,15.46,21.71,27.06,1.61,13.63
12.79,14.19,18.81,23.99,1.75,9.58
13.09,13.58,18.72,29.5,1.05,8.24
11.55,12.4,16.95,25.99,2.02,7.93
15.02,12.9,19.39,29.24,1.14,6.07
11.51,13.2,16.65,74.89,1.6,9.12
23.27,20.88,27.69,66.35,3.21,7.26
13.46,12.53,18.71,65.37,1.64,5.03
11.11,12.27,17.9,73.15,1.28,8.34
10,12.05,17.04,71.95,0.98,8.23
10.84,13.79,18.37,73,0.88,9.78
11.11,11.71,17.4,77.18,1.1,8.2
16.03,12.9,20.18,67.45,0.91,6.93
10.23,10.92,16.59,58.32,1.04,9.78
10.99,9.93,16.44,67.74,2.56,8.92
10.15,10.76,16.59,64.13,2.6,8.96
9.98,11.73,15.99,56.08,1.34,10.96
11,13.78,15.28,65.03,1.34,8.85
10.68,13.77,15.7,60.9,2.03,8.37
12.31,15.87,16.76,67.74,1.81,6.42
16.01,23.81,18.55,53.83,4.34,6.37
10.05,18.91,13.82,142.84,1.55,7.08
7.29,16,15.58,129.91,1.71,6.04
5.53,13.02,17.17,210.06,1.91,5.22
5.55,13.89,17.79,46.22,1.17,7.75
6.24,15.85,20.5,186.57,1.4,6.6
6.16,15.41,19.8,197.29,1.27,5.01
5.48,14.79,18.1,176.1,1.38,3.91
5.68,14.72,18,210.23,1.2,2.98
5.76,13.89,17.69,124.02,1.09,3.53
5.43,12.65,16.81,128.37,1.62,5.31
5.26,12.88,16.78,148.89,1.48,3.37
4.87,13.25,16.64,145.71,1.38,4.9
5.86,11.68,15.07,64.36,1.52,4.21
5.87,9.19,12.74,5.61,1.34,4.45
5.39,8.59,11.95,12.4,1.16,4.83
5.56,7.91,11.45,135.17,1.81,5.28
5.2,7.74,11.1,142.9,1.24,4.81
5.94,8.34,11.94,81.89,1.29,6.64
5.19,8.2,11.11,130.64,1.19,4.21
4.97,8.01,11.06,68.35,0.99,4.03
5.93,8.11,11.82,131.43,1.2,5.08
6.43,8.91,12.59,141.84,1.3,5.82
5.14,7.53,10.95,142.26,1.22,4.82
5.24,7.9,11.18,172.14,1.23,4.7
5.35,7.8,11.26,119.06,1.33,4.67
3.75,7.94,10.39,113.53,1.78,4.2
4.7,7.74,9.83,83.48,2.11,11.52
5.18,6.79,9.96,139.64,1.23,4
5.66,6.05,9.97,180.77,1.54,3.34
6.78,6.76,10.95,302.08,1.28,2.65
5.64,5.56,9.2,147.67,1.49,2.63
7.53,7.55,12.74,86.29,1.34,2.85
8.98,8.62,14.8,134.62,1.23,4.44
7.33,8.39,13.35,122.67,1.36,3.41
7.31,7.61,12.99,104.23,1.29,3.99
8.41,7.64,13.78,80.86,1.15,5.37
8.53,7.96,14.01,69.02,1.35,4.69
9.18,8.38,15.06,102.37,1.39,3.82
7.88,8.47,15.11,123.26,1.58,3.01
14.57,19.41,33.4,209.8,1.45,3.55
12.46,18.15,29.84,223.87,1.56,1.62
10.67,16.39,27.63,352.89,1.76,1.49
9.63,17.56,27.48,201.85,0.79,1.95
9.27,20.86,28.89,236.87,0.94,1.74
14.43,22.32,35.42,256.27,0.81,2
8.24,12.18,19.83,275.78,0.76,2.2
3.79,9.86,12.43,225.01,1.77,2.11
4.71,12.09,15.53,309.04,6.75,2.5
7.81,16.1,22.16,196.84,3.66,4.28
6.45,15.14,20.1,123.82,0.54,2
6.82,16.46,21.42,206.54,0.71,3.5
5.17,8.72,10.41,132.94,0.67,15.6
4.61,6.44,8.85,96.9,1.17,2.91
5.06,12.75,15.02,98.22,0.74,3.33
7.42,21.07,22.62,160.08,1.17,2.71
7.21,19.92,21.91,181.86,0.72,3.1
6.69,10.48,15.12,285.95,2.34,2.82
8.13,25.36,25.42,296.29,0.89,3.91
7,21.05,22.43,173.32,0.88,3.91
7.04,20.35,21.92,187.56,1.04,3.71
6.67,20.34,21.72,121.14,0.77,3.83
7.43,22.24,23.31,295.74,1.09,3.17
8.1,25.19,25.04,227.92,0.96,4.38
7.06,21.76,23.08,177.66,2.73,4.91
4.5,13.02,15.63,56.65,0.61,3.44
6.26,12.83,15.21,152.68,1.49,2.46
5.82,10.86,13.78,186.53,0.67,2.95
6.82,12.01,15.13,149.22,0.8,3.52
6.97,12.34,15.39,128.27,0.8,6.44
5.69,11.52,14.17,44.39,2.97,3.42
5.28,11.1,13.7,188.8,2.63,2.84
6.89,11.46,14.64,174.22,0.79,3.97
4.53,11.09,10.24,169.19,0.54,4.1
4.16,8.8,8.12,35.18,2.49,3.51
6.09,12.73,11.58,102.74,2.11,3.65
9.88,18.21,17.18,47.56,0.68,3.26
9.97,18.3,17.33,168.71,1.38,3.39
8.7,13.56,14.2,129.87,1.46,3.52
10.72,13.23,15.55,74.11,1.11,3.45
9.69,15.06,15.66,11.8,6.18,3.35
9.77,12.11,14.27,2.19,1.68,4.1
10.73,14.47,16.13,4.15,1.45,4.07
11.42,15.9,17.36,1.51,1.65,4.33
11.82,15.66,17.54,0.94,1.47,3.51
10.07,12.72,14.84,0.97,0.77,6.57
8.46,13.25,13.84,0.92,1.08,5.94
8.24,13.74,13.91,1.31,0.64,6.41
9,12.68,13.94,52.72,0.83,3.53
8.31,12.5,13.27,0.55,1.09,3.3
6.36,14.24,12.57,0.02,1.65,3.09
10.32,16.69,16.7,5.22,1.7,3.44
7.12,12.56,12.24,5.76,1.14,2.53
10.37,11.15,13.49,7.68,1.42,2.77
7.92,12.43,16.3,6.53,1.57,2.38
8.96,13.11,13.38,81,1.45,4.02
8.44,10.84,10.49,28.01,1.42,13.03
5.37,9.44,9.6,36.94,1.48,2.3
8.91,12.58,14.54,115.34,1.35,2.39
7.22,12.49,13.24,136.56,1.44,4.48
4.59,10.21,10.14,150.27,1.41,4.67
5.71,9.88,10.82,139.37,1.37,4.05
6.31,12.17,11.77,11.81,1.01,3
6.25,11.06,11.8,3.51,1.2,4.87
8.53,10.22,12,3.56,0.97,2.84
6.95,8.99,11.29,3.59,0.83,2.56
6.79,11.65,12.45,3.24,0.76,2.53
6.71,8.73,10.98,2.84,0.7,2.44
4.94,7.78,9.07,3.02,0.85,2.59
5.84,8.14,10.05,3.72,1.07,6.8
6.02,8.79,10.54,7.44,0.78,3
5.03,10.7,10.73,7.92,0.97,3.41
4.82,9.98,9.82,58.78,1.62,2.88
4.2,11.24,9.77,176.16,1.23,2.7
3.22,8.57,7.73,173.87,1.23,2.22
3.79,11.41,9.54,174.31,1.23,2.36
3.48,18.52,13.35,181.06,1.02,3.35
2.71,10.38,10.51,187.75,0.93,3.54
7.1,11.13,14.49,214.6,0.82,4.04
5.91,10.97,11.97,174.56,0.79,3.67
4.57,5.2,6.79,165.18,0.69,3.35
5.29,7.26,8.55,166.96,0.65,3.15
5.95,8.79,10.03,148.68,0.84,4.09
6.62,8.2,11.13,152.03,0.97,3.99
5.66,7.83,10.24,149.99,0.79,4.42
5.8,7.36,10.13,127.6,0.67,4.16
6.48,7.16,10.53,160.27,0.84,3.88
5.87,5.4,9.19,189.01,2.02,3.58
4.99,5.76,8.7,190.4,0.81,3.97
6,7.21,10.45,175.4,0.77,4.08
4.86,9.32,9.83,143.22,1.1,3.9
8.66,10.91,12.32,116.99,1.29,3.68
9.05,14.68,14.44,86.61,1.12,3.39
7.06,6.9,10.05,9.81,0.84,3.1
7.01,7.41,11.35,8.46,0.6,3.23
7.72,7.96,12.38,62.62,0.61,3.18
8.74,11.1,13.79,159.27,0.66,3.33
6.25,17.24,13.8,142.42,0.62,3.2
5.19,18.86,12.63,165.99,0.68,3.54
4.48,12.33,8.91,174.44,0.61,3.21
5.06,12.57,9.45,187.9,0.65,4.31
6.08,12.29,10.23,112.54,0.74,4.84
7.47,12.81,11.79,65.51,0.67,3.12
7.4,13.47,12.65,120.6,0.69,3.26
9.49,15.05,14.61,185.85,0.61,3.15
8.16,16.53,14.37,121.46,0.86,3.2
5.25,13.44,10.36,63.69,1.02,3.63
4.76,13.52,9.92,27.85,0.9,4.71
2.65,11.49,8.29,101.61,0.93,4.13
2.51,11.83,8.55,98.52,0.69,3.66
3.63,13.51,9.69,36.74,0.94,3.46
3.48,11.26,8.01,34.11,0.77,3.47
5.62,15.37,11.31,82.4,0.76,3.41
7.92,18.17,16.19,120.11,1.09,3.49
8.13,17.65,17.98,93.67,0.96,3.49
6.56,17.26,16.62,134.46,2,3.96
6.85,16.96,16.62,81.23,0.89,5.03
5.79,16.06,15.3,106.31,1.02,5.34
5.41,15.93,14.95,119.72,1.05,5.27
5.49,15.74,14.88,90.86,1,5.1
5.86,13.99,13.37,22.36,0.78,4.96
5.01,13.29,12.04,28.97,1,4.78
5.04,14.38,11.99,43.25,0.99,4.95
5.44,13.8,12.02,43,1.01,4.63
5.54,13.85,11.76,54.22,1.15,4.84
8.06,15.13,14.61,94.34,1.1,4.61
5.93,14.66,11.65,72.7,1.16,4.49
6.11,18.69,13.71,99.46,1.23,4.43
4.02,16.17,14.2,63.43,1.24,4.58
3.8,13.86,13.01,131.28,1.24,4.44
3.28,12.38,11.87,130.56,2.1,4.1
4.28,13.77,13.3,131.56,1.15,3.89
6.14,20.11,17.96,132.82,1.15,4.65
6.95,25.13,20.31,146.54,1.28,4.74
4.81,21.24,14.85,114.48,1.37,3.58
4.3,25.57,17.51,132,1.24,4.01
3.63,16.03,12.78,119.3,1.15,4.65
4.11,16.22,13.25,155.73,0.95,4.58
5.81,20.41,16.94,165.16,0.98,5.18
4.84,19.87,15.43,152.88,1.09,4.3
4.72,18.13,17.56,166.02,1.15,5.11
4.66,18.15,22.48,186.6,2.55,3.78
3.66,18,15.56,167.96,1.67,3.71
4.53,17.49,14.35,164.84,1.84,3.96
4.89,15.77,12.93,161.67,1.49,3.89
4,10.44,10.55,115.39,1.48,4.09
4.53,12.13,14.57,131.62,1.42,3.48
4.42,11.38,12.55,140.69,1.94,4.53
4.73,10.64,10.18,105.37,1.86,4.86
7.86,17.81,19.29,101.44,2.14,5.18
6.53,15.81,18.03,104.67,2.17,4.07
5.98,13.57,13.72,56.86,2.64,3.67
5.87,13.78,15.08,22.77,2.13,5.04
4.25,11.62,12.34,64.44,1.92,4.48
3.55,9.81,11.04,46.66,1.81,4.05
3.54,8.44,8.32,47.63,2.08,3.32
5.01,15.62,22.91,52.97,1.49,3.08
2.98,11.31,12.63,64.51,1.47,4.76
7.28,12.82,14.79,66.11,0.92,3.72
6.76,10.78,15.77,69.97,0.71,4.1
12.32,18.13,13.96,99.27,0.19,1.44
9.37,17.56,18.92,59.75,1,3.05
6.84,13.17,14.93,71.5,0.82,3.5
13.55,22.99,24.24,129.39,1.42,2.59
10.32,17.81,19.65,3.15,1.08,7.29
9.61,15.08,15.17,1,1.1,5.13
5.34,10.99,11.44,0.25,1.23,5.13
5.25,11.59,13.04,98.99,0.99,5.88
8.97,15.97,17.48,125.62,1.22,8.02
8.94,16.33,17.43,114.15,1.16,9.24
6.61,13.53,15.39,80.3,1.06,3.8
7.61,13.49,14.83,110.92,1.43,3.55
7.37,18.17,21.14,119.6,1.37,3.23
8.09,15.79,17.74,70.58,0.93,3.05
6.37,13.72,13.71,105.19,1.03,2.41
6.36,14.02,14.67,108.89,2.15,2.17
6.48,15.75,15.93,139.21,0.97,2.34
6.12,14.94,16.54,21.15,0.85,3.32
7.51,16.61,18.51,48.19,0.98,5
5.68,14.83,16.51,90.42,0.96,3.53
5.24,15.03,17.44,61.58,0.85,3.92
4.3,12.35,14.67,112,0.83,3.58
5.18,12.95,15.08,175.57,0.86,4.06
9.66,16.81,17.54,143.2,3.09,5.57
8.36,16.36,18.57,128,1.13,4.3
17.68,19.78,18.94,62.94,1.63,5.5
7.13,15.05,16.48,95.12,1.17,4.81
6.9,12.64,12.35,102.51,0.94,4.08
3.31,7.48,8.66,135.09,0.96,6.88
3.18,6.49,7.85,124.23,1.18,5.23
3.14,7.82,8.45,113.62,1.14,2.47
3.23,7.59,8.09,93.67,1.22,2.36
4.12,11.82,10.24,126.4,1.31,2.92
5.83,13.16,12.17,126.83,1.26,2.19
6.85,14.56,13.61,135.67,1.22,2.36
6.96,14.19,13.89,126.27,1.12,2.44
5.6,17.12,14.41,97.78,1.08,2.34
10.13,19.48,20.31,105.63,1.16,5.49
9.46,14.77,16.3,101.72,6.35,4.04
9.17,14.82,16.2,73.2,1.22,4.39
9.51,15.71,16.18,102.6,2.72,4.48
8.96,16.27,18.97,75.89,1.16,6.76
4.58,11.22,12.56,108.71,1.08,4.08
5.77,11.54,13.14,133.99,2.15,3.7
5.02,14.07,13.07,106.57,2.83,3.41
5.39,13.99,12.19,136.69,3.22,4.43
5.49,14.2,12.84,132.69,3.33,3.39
16.97,27.26,22.68,33.37,0.37,25.33
13.66,23.67,22.24,37.52,0.28,21.76
4.65,15.77,11.83,30.97,0.44,21.41
8.13,14.73,13.9,39.69,0.2,16.78
7.18,15.1,14.66,59.7,0.44,12.15
6.7,14.14,12.3,40.7,0.17,10.46
8.06,14.77,12.53,49.16,0.09,10.51
13.8,15.45,18.35,64.61,0.25,14.28
4.51,15.98,12.65,96.85,0.12,5.18
4.74,20.16,14.11,102.21,0.29,7.64
5.48,20.18,16.1,126.82,1.06,3.49
6.31,22.36,20.74,84.53,1.74,14.37
8.52,21.73,17.57,104.29,0.48,13.82
11.5,17.74,16.49,82.02,0.45,11.79
12.15,18.88,18.07,82.05,0.58,10.98
20.97,19.66,23.85,86.07,0.73,9.8
21.68,24.61,26.48,66.11,0.77,22.85
26.58,26.9,27.96,101.96,0.96,25.11
8.35,19.36,14.79,108.72,0.54,8.8
7.94,22.86,14.83,98.49,0.57,7.05
8.71,21.36,14.45,94.26,0.57,10.8
8.95,25.92,16.93,68.64,0.64,10.73
10.81,21.91,16.04,113.77,0.63,11.09
13.86,18.11,16.63,83.43,0.8,11.24
15.23,19.04,18.49,98.61,0.79,17.26
11.38,20.74,16.51,105.51,0.76,6.78
10.83,19.51,15.98,157.52,0.67,11.79
9.13,21.3,14.75,296.43,0.66,11.68
10.73,18.46,16.25,228.18,0.61,9.51
8.64,21.69,14.16,142.64,1.2,11.69
7.82,18.51,10.8,113.19,0.59,14.51
5.98,21.2,13.65,226.97,0.66,10.59
11.77,23.88,18.14,138.93,0.83,6.35
6.86,16.96,11.65,104.46,0.77,6.55
10.33,20.49,15.71,115.22,1.04,11.84
17.06,21.37,20.32,109.71,0.87,13.26
9.17,18.77,14.1,115.62,0.83,13.02
8.1,19.51,14.27,173.56,0.8,13.05
7.23,24.71,15.3,301.18,0.9,10.05
5.55,21.71,13.12,247.22,1.1,12.95
5.54,18.9,11.81,125.17,0.79,16.59
12.3,27.69,19.88,138.19,0.81,11.35
13.15,25.74,19.35,153.74,0.85,8.2
19.93,37.3,28.29,134.43,0.71,10.74
24.27,38.77,31.03,144.9,1.11,12.58
13.96,25.49,19.05,154.41,0.6,12.15
9.5,23.56,18.68,138.02,1,13.45
5.48,19.17,14.12,323.48,0.87,12.77
8.23,19.09,14.46,264.99,0.86,11.02
11.55,22.22,16.24,301.28,0.8,12.9
10.58,23.9,18.52,245.08,0.74,12.47
10.58,29.82,25.94,235.51,0.74,12.8
11.82,27.44,26.61,328.89,0.73,15.48
8.44,29.43,22.93,222.46,0.65,15.29
6.32,20.3,15.45,297.64,0.65,11.31
7.37,22.88,16.55,233.86,0.68,15.38
6.88,24.99,16.62,214.16,0.76,19.09
11.52,22.77,19.6,283.1,0.84,11.66
8.12,18.18,14.21,303.53,0.58,8.83
6.48,19.48,14.07,248.09,0.58,9.32
8.33,22.98,16.1,143.57,0.54,11.23
9.93,20.28,15.55,285.55,0.52,14.78
8.57,20.66,16.56,292.52,0.57,20.97
9.81,23.6,14.06,280.86,0.7,10.72
9.12,24.27,15.27,193.71,0.67,14.01
7.54,27.5,18.02,175.89,0.47,17.67
8.84,30.39,21.07,138.62,0,14.6
11.23,31.89,20.82,139.26,0,12.04
14.24,25.72,18.97,166.28,0.15,9.89
8.6,20.47,16.3,161.75,0.26,7.67
15.54,23.37,20.09,132.96,0.31,6.1
10.48,16.18,14.83,102.84,0.27,9.12
16.43,18.6,18.59,149.76,0.23,13.19
8.39,21.82,14.2,244.64,0.35,11.93
8.19,26.4,18.54,208.34,0.17,7.92
6.93,18.91,13.79,249.01,0.09,8.69
7.49,21.38,15.45,292.82,0.22,8.65
6.46,25.36,16.64,185.64,0.22,21.79
7.25,27.36,18.2,286.59,0.22,11.48
10.07,21.58,17.48,166.91,0.34,10.75
13.71,23.85,21.68,242.56,0.24,13.33
12.3,24.36,20.49,276.08,0.14,13.21
10.43,23.99,19,265.09,0.24,15.53
8.82,21.51,16.38,244.15,0.3,8.9
14.75,25.27,23.35,161.15,0.29,14.59
10.49,23.92,19.01,249.49,0.1,13.05
18.2,28.09,27.14,192.98,0.09,11.39
11.21,28.73,20.07,207.46,0.22,12.13
15.88,20.64,21.65,180.82,0.28,8.92
8.51,12.16,10.97,181.06,0.17,6.62
8.39,13.63,11.72,175.58,0.03,6
9.6,14.95,13.17,188.29,0,8.23
10.67,17.75,15.62,219.26,0,12.77
8.71,18.64,14.55,165.62,0,11.75
8.96,17.43,14.05,202.45,0,16.44
7.67,17.86,13.34,112.41,0,29.31
8.91,15.6,13.8,110.73,0,17.55
7.85,16.08,13.71,140.2,0,14.31
8.66,14.02,11.96,145.13,0.39,20.33
8.24,14.84,12.39,162.93,1.15,10.64
8.95,18.07,14.8,72.38,0.94,11.52
9.91,17.84,15.35,113.39,0.98,12.57
17.04,20.65,20.98,125.32,1.23,19.38
11.78,14.82,14.32,106.54,0.93,20.61
9.11,11.26,10.79,113.32,0.89,13.78
8.78,11,10.75,104.84,0.9,12.31
11.58,16.94,15.27,100.53,0.83,26.45
14.74,20.78,18.85,91.94,0.76,23.22
12.12,20.38,17.57,108.54,0.64,29.85
11.7,22.48,17.79,108.56,0.68,34.03
11.64,20.48,16.88,103.69,0.6,33.72
12.08,20.41,16.82,101.27,0.68,13.69
13.66,19.77,18.15,110.34,0.62,9.92
13.56,21.32,18.6,93.14,0.7,12.56
14.15,21,18.91,104.38,0.9,9.64
11.69,18.96,16.01,119.36,0.83,6.7
11.77,19.89,16.59,101.14,0.89,7.26
11.99,18.29,15.9,119.98,0.78,6.72
12.29,18.74,16.29,111.87,0.82,8.17
13.32,22.09,18.79,122.94,0.79,11.98
15.19,23.76,21.61,97.57,0.86,17.29
16.37,22.16,20.84,86.28,0.79,14.37
14.88,19.5,18.15,97.64,0.95,8.5
